name	smiles
rxn:1:55782:17876	Fc1cncc(-n2cc(-c3nccn3C3CCCC3)nn2)c1
rxn:1:44823:17475	CCc1cc(N)nn1Cc1cn(CC2(O)CN3CCC2CC3)nn1
rxn:1:54884:31920	COc1ccc(CCn2cc(-c3cnc(N)nc3C)nn2)cc1
rxn:1:57932:38441	CC(C)(OC(N)=O)c1cn(CCCc2cnc(N)c(C#N)c2)nn1
rxn:1:53314:35106	CC(C)(C)C1CC(n2cc(CC(O)C(=O)O)nn2)C(=O)N1
rxn:1:56191:39750	CCC(=O)c1ccc(C2CC2Cn2cc(COC)nn2)cc1
rxn:1:65024:31971	CO[C@H]1CC[C@@H](c2cn(C3CCN(C(=O)OC(C)(C)C)C3)nn2)CC1
rxn:1:61108:4127	N#CC1CCCC1NCc1cn(CC(=O)N2CCC(CF)CC2)nn1
rxn:1:58434:23237	c1cc2c(cc1CCCn1cc([C@H]3[C@@H]4COC[C@@H]43)nn1)OCCCO2
rxn:1:62544:2450	CCC1CCC(NCCc2cn([C@@H]3C[C@@]4(C(=O)O)C[C@@H]34)nn2)CC1
rxn:1:45455:3104	Cc1cccc(C=CCCn2cc(CC3(C(=O)O)CCCO3)nn2)n1
rxn:1:60710:14092	O=C(O)CCc1cccc(-c2cn(C[C@H](O)C3CCOC3)nn2)c1
rxn:1:62579:11047	CC(C)(N)Cn1cc(COc2nonc2C(=O)N2CCCC2)nn1
rxn:1:61589:27710	O=C1CC(S(=O)(=O)Cl)CN1Cc1cn(Cc2ccc3c(c2)CNC3)nn1
rxn:1:56767:11782	CC(CO)c1cn(CC2CC2c2ccc(O)c(-c3ccno3)c2)nn1
rxn:1:61321:18540	CC(C)c1cn(C2CCOC2)nc1-c1cn(Cc2cccnc2)nn1
rxn:1:53171:7116	Cc1ccccc1-n1cc(C2CC2CCn2cc(C3CC3N)nn2)cn1
rxn:1:65776:39222	Cc1cncc(C=CCn2cc(CN[C@H]3CCc4ccccc43)nn2)c1
rxn:1:47071:12227	CCCC(C)(N)c1cn(CC(O)C(O)c2c(C)nn(C)c2C)nn1
