name	smiles
rxn:4:216569:228921	CC(C)c1[nH]nnc1-c1ccc(C(F)F)nc1
rxn:4:205307:223449	CCn1cc(-c2cc(=O)[nH]cc2F)nc1OC
rxn:4:198081:227575	COc1ccc(OC)c(-c2ncco2)c1F
rxn:4:208354:223345	CN(C)c1nc(-c2cccc3c2NC(=O)C3)cs1
rxn:4:204966:228921	N#CCc1ncc(-c2ccc(C(F)F)nc2)s1
rxn:4:208255:227067	CCc1cnc(-c2ccc(OC)cc2C2CC2)[nH]1
rxn:4:216473:228548	CCCc1cncc(-c2nsc(N(C)C)n2)c1
rxn:4:211238:228864	CCOc1ncc(-c2cn(C)nc2C)cn1
rxn:4:191335:229225	CCn1cc(-c2ccc(Cl)c(CC#N)c2)cn1
rxn:4:208344:228793	COc1cc(Cl)cc(-c2cnn(C3CC3)c2)c1
rxn:4:198374:229276	O=C1CCc2nc(-c3cnc(Cl)cn3)sc21
rxn:4:216878:229012	CC(C)c1ccsc1-c1nc(C(C)C)n(C)n1
rxn:4:211197:228160	CCOc1cccc(F)c1-c1nn(C)cc1F
rxn:4:195033:228991	CCCc1sccc1-c1ccnc(CF)c1
rxn:4:216600:222420	CC(C)c1ncnc(-c2ccccc2S(N)(=O)=O)n1
rxn:4:188418:229344	CCOc1c(C#N)cc(F)cc1-c1cocn1
rxn:4:216414:228575	CCn1ncnc1-c1ccc(C#N)c(C)c1
rxn:4:195019:228324	CCc1cc(-c2cc(OC)ncc2OC)on1
rxn:4:208357:227762	COc1[nH]nc(C)c1-c1cccc(Cl)c1C(F)(F)F
rxn:4:192024:229309	Cc1ncc(-c2cc(OC3COC3)ccn2)o1
rxn:4:216466:228516	CCc1cc(C)cc(-c2cn(C3CC3)nn2)c1
rxn:4:188704:229204	CCOC(=O)c1[nH]c(C)cc1-c1ccsc1CC
rxn:4:195737:229177	COc1cnc(-c2c(F)cncc2F)c(C)c1
rxn:4:195301:228682	CCCc1ncncc1-c1cc(Cl)c(OC)cn1
rxn:4:208719:229054	COCc1cc(-c2cnc(C3COC3)nc2)cs1
rxn:4:191644:228975	CCOc1cccnc1-c1cnn(C(F)(F)F)c1
rxn:4:179352:223439	FC(F)(F)c1cc(-c2cccc(OC3COC3)c2)n[nH]1
rxn:4:186084:229342	CCOc1cc(C#N)cc(-c2cnsc2)c1OC
rxn:4:198247:228617	COc1cccc(C)c1-c1cc(C)ncc1Cl
rxn:4:211137:222900	Cc1nsc(-c2csc(CNC(=O)OC(C)(C)C)c2)n1
rxn:4:191659:228793	COCc1cccnc1-c1cc(Cl)cc(OC)c1
rxn:4:211152:227979	COc1cc(C)cc(C)c1-c1cncc(F)n1
rxn:4:195520:229047	CCc1ccc(-c2c(C)sc(C)c2C)cn1
rxn:4:208111:227352	COC(=O)c1ccc(C)cc1-c1cnc(OC)[nH]1
rxn:4:198073:227339	COC(=O)c1cc(C)ccc1-c1ccns1
rxn:4:211153:227960	Fc1nccnc1-c1ccncc1C1CCC1
rxn:4:216413:227225	CCc1nc(-c2ccc(SCC(C)C)nc2)n[nH]1
rxn:4:209646:223455	c1cnc(-c2cnn(C3CCCCC3)c2)cn1
rxn:4:211230:223285	Cc1cc(-c2ccccc2NS(C)(=O)=O)nc(Cl)n1
rxn:4:192137:229141	COCc1cnc(-c2ccc(F)cc2Cl)c(C)c1
rxn:4:198105:226560	CCOc1cc(F)c(-c2cc(C)on2)cc1OC
rxn:4:181454:229147	COCn1ccc(-c2cc(C)cc(F)c2OC)n1
rxn:4:205491:229315	Cc1ncoc1-c1cncc(C(=O)N(C)C)c1
rxn:4:179578:229243	COCc1cc(-c2cn(C)nc2C)c(C)cc1F
rxn:4:208723:228499	Cn1nc(C(F)(F)F)cc1-c1ccc(S(C)(=N)=O)nc1
rxn:4:215420:228747	CCC(C)n1cnnc1-c1c(F)cccc1C#N
rxn:4:216566:228148	COc1cccc(-c2cn(C(C)C)nn2)c1OC
rxn:4:194907:228831	CSc1ncc(-c2ccc(F)c(C)c2Cl)s1
rxn:4:208013:228322	CCOc1ncc(-c2ccnc(C#N)c2)cc1F
rxn:4:183044:229146	COCn1cc(-c2cc3c(cc2C)OCCO3)cn1
rxn:4:205293:226411	c1cc(N2CCOCC2)ccc1-c1c[nH]nc1CC1CC1
rxn:4:196045:228599	COc1ccc(-c2ccnc(C(C)C)c2)cc1C
rxn:4:198092:224586	CC1CCN(Cc2ccc(F)cc2-c2ccc[nH]2)CC1
rxn:4:215327:225514	COCc1n[nH]c(-c2cccc3c2OCC2(CC2)CO3)n1
rxn:4:218299:228765	CCc1cc(F)c(-c2cc(C)c3[nH]nnc3c2)cn1
rxn:4:215660:223168	CCN(C)c1ncc(-c2cccnc2N2CCNCC2)c(C)n1
rxn:4:194942:226588	N#Cc1ccc(Cl)c(-c2cc(OC3CCC3)ncc2F)c1
rxn:4:198501:226612	c1cc(-c2cnc(N3CCCCC3)nc2)c2c(n1)OCC2
rxn:4:182572:222804	Cc1ccc(C)c(-c2ccc(NC3CCS(=O)(=O)CC3)cc2)c1
rxn:4:205080:229102	COC(=O)c1cnc(-c2ccn(C)c(=O)c2)cn1
rxn:4:218125:229029	Cc1cc(-c2nc3cn[nH]c3cc2Cl)ccc1F
rxn:4:212115:229064	Cc1n[nH]c2cc(-c3ccnn3C3CC3)c(F)cc12
rxn:4:205399:227582	CCOc1c(-c2cnc(OC(C)C)nc2)ccc(F)c1F
rxn:4:182743:227376	Fc1cc2c(cc1-c1cncc(N3CCCC3)c1)CCO2
rxn:4:178851:228785	COC(=O)c1ccc(-c2ccc(Cl)cc2OC)cc1F
rxn:4:188299:227963	Cc1ccc(-c2ccnc(C(C)(C)C)c2)c(OCC#N)c1
rxn:4:192165:227655	CN(C)c1cc(-c2cncc(CC3CC3)c2)cc(F)c1F
rxn:4:179039:228319	COc1nccc(-c2ccc(C)cc2OC(F)F)c1OC
rxn:4:211479:229116	Cc1nccc(-c2ccc3[nH]cc(Cl)c3n2)c1Cl
rxn:4:216436:226411	Cc1cnc(-c2ccc(N3CCOCC3)cc2)c(C#N)n1
rxn:4:205209:227898	COC(=O)c1nn(C)cc1-c1cncc(CC(C)C)c1
rxn:4:182252:229030	COc1cc(-c2cc(F)ccc2C)cc2c1OCCC2=O
rxn:4:203454:229041	Cc1cccc(F)c1-c1nc(OC(C)C)cc(C2CC2)n1
rxn:4:208741:227663	Cc1ccc(-c2cnn(C)c2C2CC2)cc1C(F)(F)F
rxn:4:199020:227962	Cc1cc(-c2cccc3c2C(=O)N(C)C3)cc(C2CC2)n1
rxn:4:209211:228035	Cc1n[nH]c(C(C)C)c1-c1cn(C)c2ncccc12
rxn:4:196889:228130	Cc1cc(-c2ccc(CC#N)cc2F)cc(C)c1N(C)C
rxn:4:218362:228567	CCC(C)c1sccc1-c1n[nH]c2c(C)cncc12
rxn:4:211437:228595	CCc1ncc(C)cc1-c1n[nH]c2ccc(Cl)cc12
rxn:4:217247:223455	N#Cc1cnc2[nH]cc(-c3cnccn3)c2c1
rxn:4:216610:223126	CN(C)c1ncnc(Cl)c1-c1cccc(NC(=O)C2CC2)c1
rxn:4:203007:229157	CCOC(=O)c1cn(C)c(-c2ccnc(C#N)n2)n1
rxn:4:196647:228337	CCOc1cc(F)c(-c2ccnc(C3CCCC3)c2)cn1
rxn:4:209468:227906	CCC(C)c1ncccc1-c1cncc(N2CCCC2)c1
rxn:4:182581:228150	COC(=O)c1ccc(-c2c(C)ccc(Cl)c2C)cc1
rxn:4:196590:226973	Cc1cc(C)c(S(N)(=O)=O)cc1-c1ccc2c(c1)C(C)(C)CO2
rxn:4:181188:227869	CC(=O)c1ccccc1-c1ccc2c(c1)CC(C)O2
rxn:4:196603:229007	CSc1cccc(-c2cccc(N3CCC(=O)C3)c2)c1
rxn:4:181123:227026	COc1cc(F)c(-c2ccc(C#N)c(C3CC3)c2)cc1F
rxn:4:205089:222412	CNC(=O)Nc1ccc(-c2ncc(C(=O)OC)cn2)cc1
rxn:4:215939:223457	CC(=O)N1CCCN(c2ncc(Cl)cc2-c2cc(C)n[nH]2)CC1
rxn:4:209518:223437	N#Cc1cc(-c2ccnc(C3COCCC3=O)n2)cc(=O)[nH]1
rxn:4:191614:229156	N#Cc1cncc(-c2ccc(S(=O)(=O)C(F)(F)F)nc2)n1
rxn:4:179252:228230	COc1cc(F)c(OC)c(-c2cnc(C3CC3)c(Cl)c2)c1
rxn:4:193173:229042	Cc1cccc(-c2coc(CN3CCC(F)CC3)c2)c1F
rxn:4:179862:223397	CS(=O)(=O)c1ccc(-c2ccc3c(c2)CCN3)cc1S(C)(=O)=O
rxn:4:191406:228717	Cc1nn(C2CC2)cc1-c1cccc(C(F)(F)F)c1C#N
rxn:4:181111:228402	COc1cc(-c2ccc(Cl)c(OC)c2F)cc(Cl)c1F
rxn:4:211186:227105	Cc1n[nH]c(-c2ccccc2-c2ccsc2)c1Cl
rxn:4:181451:227892	CN(C)Cc1ccc(-c2ccc(C3(F)CC3)cc2)cc1
rxn:4:216617:228799	COc1c(Cl)cccc1-c1cn[nH]c1-c1ccncc1
rxn:4:181387:222875	COc1cccc(C)c1-c1cc(C(=O)NC(C)(C)C)ccc1F
rxn:4:192167:227086	CCc1ncc(-c2ccnc(C3CCCC3)c2)cc1OC
rxn:4:211136:225094	CCCOc1cc(-c2snnc2C)cc(Cl)c1OCC
rxn:4:176771:228378	CCCOc1c(F)cccc1-c1ccc(C#N)c(F)c1F
rxn:4:192707:228684	CCOc1ncccc1-c1c(Cl)cccc1CN1CCC1
rxn:4:204972:222985	COC(=O)c1nsc(-c2ccc(C3CCCNC3)nc2C)n1
rxn:4:209676:228748	COc1cc(C)c(-c2cccc(N3CCCCC3=O)n2)cn1
rxn:4:209699:228784	COc1cc(-c2cccnc2N2CCC(=O)CC2)ccc1F
rxn:4:181691:229203	CCc1ccsc1-c1cc(C)c(SC)cc1C
rxn:4:211397:227950	Cc1ccc(N(C)C)cc1-c1cc2cnccc2[nH]1
rxn:4:217432:228608	COc1ccc2[nH]nc(-c3ccc(C)cc3OC)c2n1
rxn:4:205215:226355	COC(=O)c1n[nH]c(-c2cc(C3CC3)c(OC)cc2Cl)c1C
rxn:4:201302:229269	CCOC(=O)Cn1ncc(-c2cnn(CC)n2)c1C
rxn:4:196101:226665	CN(C)c1ccc(-c2cnc(C3CCCOC3)nc2)cc1F
rxn:4:179145:227541	CCOc1cc(F)c(-c2cc(OC)cc(OC)c2)cc1F
rxn:4:209749:228295	CCOC(=O)n1ccc(-c2cncc(C3CCCN3C)c2)c1
rxn:4:191348:227589	Cc1cc(OC(F)F)cc(-c2cc(F)ccc2CC#N)c1
rxn:4:205589:227450	CCN(C)c1cnccc1-c1cccc(C2CC2(F)F)c1
rxn:4:205092:228266	COc1ccc(C#N)c(-c2ccc(C)c(Cl)c2SC)n1
