name	smiles	heavy
rxn:2:114864:136479	Cc1conc1NC1CCSC(C)C1	14
rxn:2:71837:84526	CCC1COC(CNc2csnc2C)C1	15
rxn:2:95697:138812	FC1CCC(NC2CCn3cncc32)C1	15
rxn:2:92898:133854	CC[C@H]1OC[C@@H]1NC1CCOC(C)(C)C1	15
rxn:2:67607:134208	Cc1ccc(C(C)Nc2ncsn2)c(C)n1	16
rxn:2:81969:127762	CC1OCCC1Nc1nnc(C2COC2)s1	16
rxn:2:76863:111773	COc1ccnc(C(C)NC2CCCC2)c1	16
rxn:2:91068:114552	CN(CCNC1CCOCC1)c1nccs1	16
rxn:2:108370:98873	CC1(C)COC1c1cccc(NC2CC2)c1	16
rxn:2:123522:100219	Cc1noc(NC2CCCC3CCCC32)n1	16
rxn:2:90143:141545	CC1CCCC(NC2Cc3cocc3C2)C1	16
rxn:2:93644:99881	C[C@H]1CC(Nc2cn[nH]n2)c2ccccc21	16
rxn:2:132491:106329	COCC(NC1CC2CC1CC2F)C(C)C	16
rxn:2:113490:74582	CCC(N[C@H]1CCC[C@H]1N(C)C)C1COC1	16
rxn:2:75519:101881	CCC(NC(C)(C)C1CCC1)C12CC(C1)C2	16
rxn:2:85782:86488	COC(CNC(C(C)C)C1CCC1)C1CC1	16
rxn:2:117406:67849	COC(C)(C)CNC(C)CCC=C=C(C)C	16
rxn:2:114385:96265	CSC1CC(NCc2cc3cnccc3s2)C1	17
rxn:2:111693:122245	CC(NC(c1cccs1)C1CC1)c1csnn1	17
rxn:2:116824:121253	Cc1cnn(C2CCC2)c1NC1CSC(C)C1	17
rxn:2:102751:86627	CC1Cn2nccc2C1NCC(F)C(C)(C)C	17
rxn:2:127280:117258	CC(N[C@@H](C)c1nccn1C)c1ccn(C)n1	17
rxn:2:94820:113291	Cc1cc(C(C)NC2C[C@@H]3CC[C@H]2C3)nn1C	17
rxn:2:95588:96015	CC1CCC1NCc1cn(C2CC2)ccc1=O	17
rxn:2:107065:98187	CC(C)OCn1cc(NC2CCC[C@@H]2F)cn1	17
rxn:2:92195:76956	CC(c1cc(NCC2CCO2)n(C)n1)C1CC1	17
rxn:2:122046:117016	Cc1cnc(NC2CCCS(=N)(=O)C2)c(C)n1	17
rxn:2:83240:120114	CC(NC1CCCc2oncc21)c1ncn[nH]1	17
rxn:2:165131:98801	Cc1ccc2c(=O)[nH]ccc2c1NC1CCC1	17
rxn:2:77167:118314	CCCC(C)NC(C)c1cc2c(s1)CCCC2	17
rxn:2:111091:129239	CCC1CCC(NC(C)(C)C2CCCCO2)C1	17
rxn:2:103110:83857	CCCc1ccc(NC(C)CC2(C)CC2)cn1	17
rxn:2:96604:109315	COCCC(C)(NC(C)c1cnco1)C1CC1	17
rxn:2:127228:118194	CCC(C)(CC)CNC1CCC12CCCCO2	17
rxn:2:80032:129772	CCCC(NC1CCN(C)C12CCC2)C(C)C	17
rxn:2:102859:84526	CCC1COC(CNC(CC)c2nnc[nH]2)C1	17
rxn:2:72955:81336	CCC(NC1C2CCC21)C1CCCN1C(C)C	17
rxn:2:130393:68873	CCC(NCCC(C)N1CCC1)c1c[nH]cn1	17
rxn:2:84799:75255	CCC(C)(C)CCNC(CC1COC1)C(C)C	17
rxn:2:67305:133085	CCC[C@@H]1CCCC1NCC(C)(C)CC1CC1	17
rxn:2:74427:95085	CC(NCc1nc(C(C)(F)F)cs1)c1ncco1	18
rxn:2:116225:110686	CC(C)c1ncsc1NC1CCC2(CCO2)CC1	18
rxn:2:110168:114686	Cc1nc(C(C)NCC2(F)CC(F)(F)C2)cn1C	18
rxn:2:128196:71586	CC1CC(CNC2CC(c3ccsc3)C2)C(C)O1	18
rxn:2:133481:87875	CCc1nccc(NC2CCCc3occc32)n1	18
rxn:2:111131:96477	CC(NCC1C2CCC21)c1cccc2ncoc12	18
rxn:2:74918:136479	CC1CC(NCc2n[nH]c3ncccc23)CCS1	18
rxn:2:73189:110686	CCCc1nonc1NC1CCC2(CCO2)CC1	18
rxn:2:134596:121253	Cc1cc2nc(NC3CSC(C)C3)sc2cc1C	18
rxn:2:109734:131337	CC(N[C@H]1C[C@@](C)(F)C1)c1cccc2c1CCO2	18
rxn:2:94308:124134	CC1CC12CCCC2NCc1ncc(C2CC2)o1	18
rxn:2:122310:90537	CCc1cc(NC2CCCCC2C2CC2)cnn1	18
rxn:2:74168:115675	c1nc(C2CC2NC2CCCC23CCCS3)c[nH]1	18
rxn:2:81891:96078	CCOc1nn(C)cc1NC1CC2CCN(C2)C1	18
rxn:2:110190:110791	COCc1nocc1CNC1C[C@@H](C)C[C@@H](C)C1	18
rxn:2:76200:112403	COc1ccccc1C[C@@H](C)NC1CC(F)(F)C1	18
rxn:2:68915:134994	Cc1cn2nc(NC3CCC34COC4)ccc2n1	18
rxn:2:138820:115044	COc1c(CCNC(C)c2ccns2)cnn1C	18
rxn:2:135764:131279	CC[C@@H]1C[C@@H]1NC(C)c1cnc(-c2cc[nH]c2)s1	18
rxn:2:135339:68678	c1cc2c(CNC3C[C@@H]4COC[C@H]34)c[nH]c2cn1	18
rxn:2:102561:138712	CCC(C)c1cc(NC2CC(S(C)(=O)=O)C2)n[nH]1	18
rxn:2:105914:100818	Cc1ccnc(C(NC2CC2C2CC2)C2CC2)c1	18
rxn:2:125857:138445	COc1nnc(C)cc1NC1CCOC12COC2	18
rxn:2:88758:139913	COCC1(NC2CCCCc3ccoc32)CSC1	18
rxn:2:134437:135605	CC(C)c1nscc1NC1CCCC1C(C)(C)C	18
rxn:2:104066:81291	CC(C)C(NC[C@@H]1C[C@H]1C(C)C)c1cnn(C)c1	18
