name	smiles	heavy
rxn:3:64509:2088:141744	CCCC(C)(C)c1cn(-c2cncc(C(=O)NC3CC(C)C3)c2)nn1	25
rxn:3:40856:4275:104163	CCC(NC(=O)C1(n2cc(CN3CCC(C)C3)nn2)CC1)C1CC1(C)C	26
rxn:3:61928:39331:100551	COCC1(C)CCCC1NC(=O)[C@@H](C(C)C)n1cc(C=CC(C)C)nn1	26
rxn:3:58396:1912:98525	CN(C)C(C)(C)c1cn(-c2ccccc2C(=O)N[C@@H]2[C@H]3CCCO[C@H]32)nn1	27
rxn:3:62479:8541:81292	CC(F)CCNC(=O)C(C(C)C)n1cc(-c2cc(F)c(C#N)c(F)c2)nn1	27
rxn:3:62466:8711:118169	CSC(C)C(C)NC(=O)C1CCC(n2cc(C3CC3(C)C)nn2)C2CCC12	27
rxn:3:61523:30291:83045	Cc1nn(C)c(C)c1-c1cn(C2(C(=O)N[C@H](C)c3cccs3)CCC2)nn1	27
rxn:3:48103:39292:90143	CSCc1cn(-c2ccccc2OCC(=O)NC2Cc3cocc3C2)nn1	27
rxn:3:49127:3026:81161	CCOC(Cn1cc(C(C)CSC)nn1)C(=O)Nc1ccccc1C1CC1	27
rxn:3:59969:11743:123072	CC1(C)CCC1CNC(=O)[C@@]12C[C@@H](n3cc(Cc4cccc(F)c4)nn3)[C@@H]1C2	28
rxn:3:59446:32462:75206	C[C@H](NC(=O)[C@H]1C[C@@H](n2cc(-c3nccc(C(F)F)n3)nn2)C1)C1CC1(C)C	28
rxn:3:46257:787:110352	CCNC(=O)c1cccc(C=CCCn2cc(C3CCN(C)CC3)nn2)c1C	28
rxn:3:61524:29488:87295	CC(C)Cc1ccc(-c2cn(C3(C(=O)NC[C@@H]4C[C@H]4C)CCCC3)nn2)cc1	28
rxn:3:40792:31532:120442	CC1(NC(=O)Cc2ccccc2C=CCn2cc(C3(F)CCC3)nn2)CSC1	28
rxn:3:61929:2710:116251	CCC1CC1(C)NC(=O)[C@@H](C)n1cc(Cc2cccc(C(F)(F)F)c2F)nn1	28
rxn:3:49485:39269:118925	COc1cccc(S(=O)(=O)F)c1NC(=O)C1CC(n2cc(C3CCC3)nn2)C1	28
rxn:3:40856:27804:100710	Cc1ccc2cnccc2c1-c1cn(C2(C(=O)NC(C)C3CSC3)CC2)nn1	28
rxn:3:63988:39292:132341	CSCc1cn(CC2CC(=O)N(CC(=O)NCC3CCc4sccc43)C2)nn1	28
rxn:3:64208:1079:126771	Cc1cnccc1-c1cn(C(C)(C)CC(=O)N[C@@H](C)c2ccccc2C)nn1	28
rxn:3:61929:3941:128305	CC[C@H](F)CNC(=O)[C@@H](C)n1cc(-c2cccc(-c3cccc(F)c3)c2)nn1	28
rxn:3:59897:6155:131719	CSC(CNC(=O)c1cccc(Cn2cc(-c3nnn(C)n3)nn2)n1)C1CC1	28
rxn:3:59446:31339:74260	CCC1(C)CC(CNC(=O)[C@H]2C[C@@H](n3cc(-c4ncc5n4CCCC5)nn3)C2)O1	29
rxn:3:61929:2210:85900	C[C@H](C(=O)NCc1coc2c1CCCC2)n1cc(C(C)(C)N2CCCCC2)nn1	29
rxn:3:40563:38411:118408	CC1(c2cn(CC=Cc3cnccc3C(=O)NC3(C4CC4)CCCC3)nn2)CC1	29
rxn:3:61929:17601:77400	COC1(CNC(=O)[C@@H](C)n2cc(-c3cc(C4CC4)n(C)n3)nn2)CCOC1(C)C	29
rxn:3:49485:8620:82782	C[C@@H]1[C@@H](NC(=O)C2CC(n3cc(C4(N(C)C)CCC(F)(F)CC4)nn3)C2)C1(F)F	29
rxn:3:62550:8614:97085	CC(C)C(c1cn(C[C@@H]2CC[C@H]2C(=O)NC2(C)CCCC(C)(C)C2)nn1)N(C)C	29
rxn:3:40786:31361:81341	N#CC1CC(c2cn(CC=Cc3ccc(CC(=O)NC[C@H]4CCO4)cc3)nn2)C1	29
rxn:3:62154:17622:91000	CC1CC1C1CC1NC(=O)[C@H](C)n1cc(-c2cc(C3CCC3)n(CCF)n2)nn1	29
rxn:3:64208:38873:128927	Cc1ccc(C)c(-c2cn(C(C)(C)CC(=O)NC(C)CCC3CCOC3)nn2)c1	29
rxn:3:61929:15618:67748	COC[C@@H](C)NC(=O)[C@@H](C)n1cc(-c2cn(C3CCSC3)nc2C(F)(F)F)nn1	29
rxn:3:61795:32621:85508	CC(C)(Cn1cc([C@@H]2CCC(F)(F)C2)nn1)C(=O)NCC12CCC(CC1(F)F)C2	29
rxn:3:60054:6147:90711	CCCc1c(-c2cn(CC34CC(C(=O)NCC(F)C5CC5)(C3)C4)nn2)cnn1C	29
rxn:3:60338:279:114903	CC(C)(C)CNC(=O)c1ccc(C(F)(F)F)c(-n2cc(Cc3nncs3)nn2)c1	29
rxn:3:55246:39533:75519	CCC1(c2cn(CC3CC3c3sccc3C(=O)NC(C)(C)C3CCC3)nn2)CC1	29
rxn:3:57887:23186:73636	Cc1cccc(NC(=O)c2ccc(CCCn3cc([C@H]4C[C@H]4C#N)nn3)nc2)c1	29
rxn:3:61523:1068:111163	CCc1nc(-c2cn(C3(C(=O)NCC4COc5cscc5O4)CCC3)nn2)cs1	29
rxn:3:59957:6386:123344	C[C@@H](CC(=O)NC[C@H]1C[C@H](CS(C)(=O)=O)C1)n1cc(-c2nnc(C3CC3)s2)nn1	29
rxn:3:57884:12104:140124	CCc1cn(CCCc2cccnc2C(=O)NC(c2ccco2)C(C)(C)C)nn1	29
rxn:3:64208:31855:133418	CC(C)SCc1cccc(NC(=O)CC(C)(C)n2cc(C3CC(C)(C)C3)nn2)c1	29
rxn:3:61928:2877:136903	C=Cc1ccc(-c2cn([C@@H](C(=O)NCC(F)c3ccccc3)C(C)C)nn2)cc1	29
rxn:3:49115:39010:83548	COC(Cn1cc(-c2cncc(C)n2)nn1)C(=O)NC(C)COc1ccccc1	29
rxn:3:48016:2608:124919	CCCCC(C)(C)c1cn(C(C(=O)NC(C)(C)C)c2csc3ccccc23)nn1	29
rxn:3:50803:38333:118582	CC(CNC(=O)c1ccc(-n2cc(-c3cccc(F)c3)nn2)cc1)c1cccs1	29
rxn:3:62550:6829:138231	C[C@H]1C[C@@H](NC(=O)[C@@H]2CC[C@H]2Cn2cc(Cn3cc(C#N)c(C(F)(F)F)n3)nn2)C1	30
rxn:3:61524:32036:76588	CSC1CCC(NC(=O)C2(n3cc([C@@]45CCCN4C[C@H](F)C5)nn3)CCCC2)CC1	30
rxn:3:60038:14995:95366	CCC(C)(CNC(=O)C1CCCC(n2cc(-c3cc4n(n3)CCCC4)nn2)C1)OC	30
rxn:3:61524:39614:77128	CCOC(C)CNC(=O)C1(n2cc(C3(c4ccc(F)cc4)CCC3)nn2)CCCC1	30
rxn:3:58131:2758:67590	Cc1cccc(CCCn2cc(CC(F)F)nn2)c1C(=O)N[C@@H]1CC12CCOCC2	30
rxn:3:59969:23904:132491	COCC(NC(=O)[C@@]12C[C@@H](n3cc(-c4cc(F)cc(C(F)F)c4)nn3)[C@@H]1C2)C(C)C	30
rxn:3:50803:6385:111007	Cc1nccc(-c2cn(-c3ccc(C(=O)NC(C)C4CCCC(C)C4)cc3)nn2)n1	30
rxn:3:53167:39780:92120	Cc1ccc(C(=O)N[C@@H](C)C2(C)CCCC2)c(-n2cc(-c3cc(C)ncn3)nn2)c1	30
rxn:3:50803:31848:111346	CCCCC1CCC(NC(=O)c2ccc(-n3cc([C@H]4[C@@H]5CCCC[C@@H]54)nn3)cc2)C1	30
rxn:3:52750:808:118246	Cc1ccc(C2CC2CCn2cc(CCCF)nn2)c(C(=O)N[C@]2(C)CCOC2)c1	30
rxn:3:40786:3157:108125	CO[C@H]1C[C@H]1NC(=O)Cc1ccc(C=CCn2cc(C(C)(C)C(C)(F)F)nn2)cc1	30
rxn:3:49115:23151:95603	CCN1CC(Cc2cn(CC(OC)C(=O)N[C@H](c3ccc(C)o3)C(C)(C)C)nn2)C1	30
rxn:3:45142:7660:134413	CC1(NC(=O)COc2ccc(-n3cc(-c4cnccc4C#N)nn3)cc2)CCCO1	30
rxn:3:64208:23146:118342	Cc1ccsc1C1CC1CNC(=O)CC(C)(C)n1cc(C2CN(CC(C)C)C2)nn1	30
rxn:3:48101:2123:75023	CCCCC1(NC(=O)COc2cccc(-n3cc(C4CCC(F)(F)C4)nn3)c2)CC1	30
rxn:3:40002:491:113691	Cc1cnc(-c2cn(CC=Cc3ccsc3C(=O)NC3COC(C)C3)nn2)c(C)n1	30
rxn:3:46057:1179:106596	Cn1cccc1-c1cn(CCC=Cc2cccc(C(=O)NC3C4CCOC43)n2)nn1	30
rxn:3:62154:17850:90861	Cc1ccc(-n2ccnc2-c2cn([C@@H](C)C(=O)NCCC3CCCCO3)nn2)cc1	30
rxn:3:58396:37853:75917	CN(C)c1ccc(-c2cn(-c3ccccc3C(=O)N[C@@H]3CCCCC3(C)C)nn2)s1	30
rxn:3:61795:2196:115348	CCOc1ccc(NC(=O)C(C)(C)Cn2cc(C3CCCCN3C)nn2)c(SC)c1	30
rxn:3:40563:6386:128229	C[C@H]1OC[C@@H]1NC(=O)c1ccncc1C=CCn1cc(-c2nnc(C3CC3)s2)nn1	30
rxn:3:58396:35036:126652	COCC1(COC)CC(NC(=O)c2ccccc2-n2cc(-c3ccncc3)nn2)C1	30
rxn:3:50430:337:81673	CCCNC(=O)c1cncc(C2C(Cn3cc(Cc4ccncc4)nn3)C2(F)F)c1	30
rxn:3:59969:6425:139737	CSCC(C)(C)NC(=O)[C@@]12C[C@@H](n3cc(-c4ccc(-c5ccnn5C)s4)nn3)[C@@H]1C2	30
rxn:3:61929:6963:136860	C[C@H](C(=O)NC[C@@H](F)[C@@H](C)F)n1cc(Cn2nc(-c3cccnc3)cc2C#N)nn1	30
rxn:3:58665:23807:74082	C[C@@H](F)CNC(=O)CCCc1cccc(-n2cc(C3(n4cncn4)CCC3)nn2)c1	30
rxn:3:62284:31441:98600	CC(C)C[C@@H](C(=O)NCC(C)OC(C)(C)C)n1cc(-c2cccc3nsnc23)nn1	30
rxn:3:43458:5864:101160	CCOCC(C(=O)NC[C@H](C)F)n1cc(-c2ccc3nccc(N(C)C)c3c2)nn1	30
rxn:3:57295:39010:127923	COC[C@H]1C[C@@H](NC(=O)c2ccsc2CCCn2cc(-c3cncc(C)n3)nn2)C1	30
rxn:3:40005:37769:67068	O=C(N[C@@H]1CCC1(F)F)c1ccsc1C=CCn1cc(-c2cc3sccc3s2)nn1	30
rxn:3:64208:18699:125072	CC1(C)COCC1NC(=O)CC(C)(C)n1cc(-c2cn(C3CCC3)nc2C2CC2)nn1	31
rxn:3:59957:18012:103214	C[C@@H](CC(=O)N[C@@H]1CCC[C@H]1F)n1cc(-c2nn(CC3CCC3)c3c2CCCC3)nn1	31
rxn:3:62323:6584:83874	Cc1cc2n(n1)CCN(Cc1cn(CC(C)C(=O)NCC3CCCC(F)(F)C3)nn1)C2	31
rxn:3:41310:23186:121859	CO[C@H]1CC[C@@H]1NC(=O)C1(c2cccc(C=CCn3cc([C@H]4C[C@H]4C#N)nn3)c2)CC1	31
rxn:3:61928:16860:92643	CC(C)[C@H](C(=O)NC1[C@@H]2C[C@@H]2[C@H]2C[C@@H]12)n1cc(-c2cnn(CCF)c2C2CCC2)nn1	31
rxn:3:50803:38642:130698	CC(C)(CNC(=O)c1ccc(-n2cc(C3(C)CCCCC3)nn2)cc1)CC1(C)COC1	31
rxn:3:57885:4275:83547	CC1CCN(Cc2cn(CCCc3cc(C(=O)N[C@@]45CCOC[C@@H]4C5)ccn3)nn2)C1	31
rxn:3:60637:2088:119954	CCCC(C)(C)c1cn(-c2ccc(OC)c(C(=O)NC3CC4CC3CC4OC)c2)nn1	31
rxn:3:49156:31991:71615	COCC(C(=O)NC[C@@H]1OC[C@@H]2COCC[C@@H]21)n1cc(-c2ccccc2C(F)F)nn1	31
rxn:3:45142:2659:70466	CC(C)(F)C(C)(C)c1cn(-c2ccc(OCC(=O)NCC3CCC34CCC4)cc2)nn1	31
rxn:3:63988:390:100517	CCSC1CC(NC(=O)CN2CC(Cn3cc(-c4cnc(C)c(C)c4)nn3)CC2=O)C1	31
rxn:3:61929:4438:68743	CCN(Cc1cn([C@H](C)C(=O)NC23CC(C4CCCCC4)(C2)C3)nn1)C1CCCCC1	31
rxn:3:55586:3297:98161	Cc1cc(C(=O)NCCC2(C)CCOC2)sc1C1CC1Cn1cc(C2(C)CCC2)nn1	31
rxn:3:43458:38334:92503	CCOCC(C(=O)NC1(C)CCCC1CC)n1cc(-c2ccc(C(C)(C)C)cc2)nn1	31
rxn:3:53780:38940:108991	CO[C@@H]1CCOC[C@@H]1NC(=O)c1ncccc1OCCn1cc(CC2CCCC2)nn1	31
rxn:3:58343:927:73845	CC(C)(C#N)CCc1cn(CCCc2cc(F)c(F)cc2C(=O)NC2(C)CC2F)nn1	31
rxn:3:56510:12104:111267	CCc1cn(CC2CC2c2ccc(C(=O)NCC3(CC)CC(F)(F)C3)c(OC)c2)nn1	31
rxn:3:60638:23729:69809	CCOC1(CNC(=O)c2ccc(-n3cc(CC4CSC4)nn3)cc2C)CCC(CC)C1	31
rxn:3:62154:6999:98926	CCC[C@@H](NC(=O)[C@H](C)n1cc(-c2nccnc2C#N)nn1)c1ccc2c(c1)CCO2	31
rxn:3:62479:9307:73250	CC(CNC(=O)C(C(C)C)n1cc(-c2cncc(F)c2)nn1)c1ccc2c(c1)CCC2	31
rxn:3:60588:1032:66436	CO[C@H]1CCCC[C@H](NC(=O)[C@@H](CC(C)C)n2cc(CCN3CCN(C)CC3)nn2)C1	31
rxn:3:40754:39393:90711	O=C(NCC(F)C1CC1)c1ccc(C=CCn2cc(-c3ccncc3F)nn2)cc1F	31
rxn:3:64509:38411:118554	COCc1ccc(NC(=O)c2cncc(-n3cc(C4(C)CC4)nn3)c2)c(OC(C)C)c1	31
rxn:3:40762:39443:95857	O=C(NCC12CCCC(C1)C2)c1ccc(F)cc1C=CCn1cc(-c2ccns2)nn1	31
rxn:3:45168:38332:104944	O=C(CCc1cccc(-n2cc(CCCc3ccccc3)nn2)c1)NC12CC(F)(C1)C2	31
rxn:3:46433:38843:133877	COC1CC(NC(=O)c2cc(F)c(F)cc2C=CCCn2cc(-c3ccsc3)nn2)C1	31
rxn:3:60588:39288:118388	CCc1cc(-c2ccsc2)ccc1NC(=O)[C@@H](CC(C)C)n1cc(CN(C)CC)nn1	31
rxn:3:58111:21278:73543	CCSc1ccccc1NC(=O)c1ccc(CCCn2cc(C(C)(C)C)nn2)cc1F	31
rxn:3:58104:881:77976	Cc1cc(F)cc(-c2cn(CCCc3cc(C(=O)Nc4ccco4)ccc3F)nn2)c1	31
rxn:3:55248:2530:108049	Cc1ncccc1-c1cn(CC2CC2c2cscc2C(=O)NCCc2ccoc2)nn1	31
rxn:3:57293:7654:82575	CC1(C)SCC1NC(=O)c1sccc1CCCn1cc(-c2ncnc3ccsc23)nn1	31
rxn:3:59957:28657:93372	Cc1cc(NC(=O)C[C@H](C)n2cc(-c3ccc(F)cc3C(F)F)nn2)cc2ccoc12	31
rxn:3:40005:35117:138711	C=C(C)c1cn(CC=Cc2sccc2C(=O)NC(Cc2cccs2)C(C)(C)CC)nn1	31
rxn:3:45159:1890:108049	CSc1nccc(-c2cn(-c3ccc(CCC(=O)NCCc4ccoc4)cc3)nn2)n1	31
rxn:3:64608:12191:126683	O=C(NC1CSC1)c1ccc(N2CC(Cn3cc([C@H]4CCC[C@H]4F)nn3)CC2=O)cc1F	32
rxn:3:62323:18626:130432	CCC12CCC(NC(=O)C(C)Cn3cc(-c4cn(C(C)C(C)(C)C)nc4C)nn3)(CO1)C2	32
rxn:3:62550:12144:124657	CC1CCC(C(C)(C)NC(=O)[C@@H]2CC[C@H]2Cn2cc(C(F)(F)c3cnn(C)c3)nn2)CC1	32
rxn:3:61524:23174:75965	O=C(NC1(C2CC2)CCCOC1)C1(n2cc(C3CCN(CC(F)F)CC3)nn2)CCCC1	32
rxn:3:59818:23164:141994	CC[C@H]1CC[C@@H](NC(=O)c2cc(-n3cc(C4CCN(CC(F)F)C4)nn3)ccc2F)CC1	32
rxn:3:55915:38467:89067	CN(Cc1cn(Cc2ccc(C(=O)N[C@H]3CCO[C@@H]3C3CC3)cc2)nn1)C1CCCCC1	32
rxn:3:40057:31814:103481	CN(C)CC1(c2cn(CC=Cc3ccc(C(=O)N[C@@H]4CC[C@H]5C[C@@H]4C5(C)C)o3)nn2)CC1	32
rxn:3:40555:6549:115276	CC(C)(C#N)Cc1cn(CC=Cc2ccc(C(=O)N[C@H]3C[C@@H](OC(C)(C)C)C3)nc2)nn1	32
rxn:3:62323:7626:79755	CCC(C)(C)C1CCC(NC(=O)C(C)Cn2cc(-c3cc(C#N)ccc3F)nn2)C(F)C1	32
rxn:3:55763:31814:70502	CN(C)CC1(c2cn(CC3CC3c3cnc(C(=O)NC45CCC(C4)OC5)nc3)nn2)CC1	32
rxn:3:63988:18720:76282	COCC1(NC(=O)CN2CC(Cn3cc(-c4ncc(F)c(C)c4F)nn3)CC2=O)CCC1	32
rxn:3:41045:11636:137053	CN(C)Cc1cn(CC=Cc2cc(F)ccc2CC(=O)NCC2COC3(C)CC2C3)nn1	32
rxn:3:55887:31836:77182	Cc1cc(C#N)ncc1-c1cn(CC2CC2c2ccnc(C(=O)N[C@H]3CC3(C)C)c2)nn1	32
rxn:3:50436:32388:71272	CC12CC(NC(=O)c3ccc(C4C(Cn5cc(Cn6cc(F)cn6)nn5)C4(F)F)nc3)(C1)C2	33
rxn:3:52727:6996:81180	Cc1cc(-c2cn(CCC3CC3c3cccc(F)c3C(=O)NC3COC3(C)C)nn2)nc(C)n1	34
rxn:3:40560:38605:138656	CCC(NC(=O)c1ccc(C=CCn2cc(-c3ccc(C)cc3C)nn2)nc1)c1cc(C)cs1	34
rxn:3:49127:23150:155673	CCOC(Cn1cc(CC2CN(C)C2)nn1)C(=O)Nc1cc(C)ccc1Oc1cc(C)ccc1C	35
rxn:3:61929:6431:67536	C[C@H](C(=O)Nc1ccccc1SCC1CCOCC1)n1cc(-c2cc(-c3cccnc3)cs2)nn1	35
rxn:3:52731:19198:134172	CC(C)C(C)n1cc(-c2cn(CCC3CC3c3cc(F)ccc3C(=O)NCC3(C)COC3)nn2)cn1	36
rxn:3:55878:6523:122619	Cc1ccsc1CCNC(=O)c1ccc(C2CC2Cn2cc(C(C)(C)CC3CC(C)(C)C3)nn2)cn1	36
rxn:3:63963:23163:66210	CC12COCC(CNC(=O)C3(N4CC(Cn5cc(C6CCN(CCF)C6)nn5)CC4=O)CCCC3)(C1)C2	37
rxn:3:58130:16924:105277	Cc1cc(CCCn2cc(-c3cnn(C)c3CC3CC3)nn2)ccc1C(=O)NCC1CC2(CC(F)C2)C1	37
rxn:3:62479:37782:140847	CSc1cccc(F)c1-c1cn(C(C(=O)N[C@H](c2ccc3c(c2)OCO3)C2CCCCC2)C(C)C)nn1	37
