name	smiles	heavy
rxn:5:194943:229341:229286	Cn1ccc(-c2ccc(-c3ccon3)cc2C#N)c1	19
rxn:5:177086:229346:229331	CCCCc1ccc(-c2cccs2)c(-c2cnon2)c1	20
rxn:5:198234:229291:229236	COc1csc(-c2nccc(C)c2-c2cc(C)cs2)c1	20
rxn:5:181413:229345:229224	CCn1nccc1-c1cc(C)c(OC)c(-c2ccno2)c1	21
rxn:5:198279:229344:228928	Cc1c(-c2cocn2)cncc1-c1cccnc1C(F)F	21
rxn:5:181077:229338:229137	CSc1ccc(-c2c(F)cccc2F)c(-c2ccns2)c1	21
rxn:5:195674:229336:229232	CCc1ncsc1-c1ccc(-c2cncs2)cc1S(N)(=O)=O	22
rxn:5:181622:229344:229294	Cc1cc(-c2ccc(C3OCCO3)cc2-c2cocn2)co1	22
rxn:5:191681:229211:229311	CCOc1cc(-c2cnc(C)s2)cnc1-c1cccnc1C	22
rxn:5:198124:228967:229200	Cc1cccc(-c2cccnc2-c2cn(C)nc2C(F)F)c1	22
rxn:5:182440:229211:228757	COc1cnc(C)cc1-c1ccccc1-c1cccnc1C	22
rxn:5:198121:229063:228987	Cc1cc(C)cc(-c2ncccc2-c2ccncc2C#N)c1	22
rxn:5:182898:229341:229137	Fc1cccc(F)c1-c1cc(-c2ccon2)cc2c1CCC2	22
rxn:5:198234:229285:228629	Cc1ccnc(-c2ccc(C3CCC3)s2)c1-c1cccn1C	22
rxn:5:195310:228619:229335	CCc1cc(-c2ncc(-c3cscn3)cc2SC)ccc1F	22
rxn:5:198438:223467:228978	CCc1ccc(-c2ccc3nc(-c4ncc[nH]4)oc3c2)cc1	22
rxn:5:198404:229149:229332	CCOc1nc(-c2cc3c(-c4ccoc4)nccc3s2)cs1	22
rxn:5:182636:229345:228989	Cc1cccc(C)c1-c1ccc(-c2ccno2)c2occc12	22
rxn:5:198084:228456:229203	CCc1ccsc1-c1ncc(-c2cnc(SC)nc2OC)s1	22
rxn:5:181062:229339:222419	COc1ccc(-c2cccc(S(N)(=O)=O)c2)cc1-c1nccs1	23
rxn:5:198242:229273:223400	CNCc1cccc(-c2ccc(C)c(-c3scnc3OC)n2)c1	23
rxn:5:194946:229207:229071	COc1cc(-c2cccc(-c3ccnc(C)c3)c2C#N)ccn1	23
rxn:5:182503:228712:229248	Cc1ccc(-c2c(C)cnn2C)c(-c2ccnn2C2CCC2)c1	23
rxn:5:198125:228252:229266	COc1ccc(C)c(F)c1-c1ccnc(-c2oc(C)nc2C)c1	23
rxn:5:198245:227984:229284	COc1ccc(-c2c(-c3cccnc3)ccnc2C)c(C)c1C	23
rxn:5:181410:229037:223457	Cc1cc(-c2ccc(C3CC3)cc2-c2ccc(C)c(F)c2)[nH]n1	23
rxn:5:181062:228013:229340	COc1ccc(-c2ncco2)cc1-c1ccc(F)c(C2CC2)c1	23
rxn:5:198279:229290:228155	COc1ccc(-c2cncc(-c3ccsc3C)c2C)cc1OC	23
rxn:5:198236:229280:228644	Cc1cc(-c2cnc(F)nc2)cc(-c2cc(C)c(F)c(C)c2)n1	23
rxn:5:198084:226038:229337	COc1cc(C(F)(F)F)c(F)cc1-c1cnc(-c2cnco2)s1	23
rxn:5:198250:228012:229317	Cc1cc(-c2ccc(F)s2)cc(-c2cccc(F)c2C2CC2)n1	23
rxn:5:198413:229073:229283	COc1cnccc1-c1ccc2c(-c3ccncc3)noc2c1	23
rxn:5:195815:229336:228860	COc1ncc(-c2cccc3nonc23)c(C)c1-c1cncs1	23
rxn:5:198322:229089:229206	CCc1cc(-c2c(C)cc(-c3ccsc3C(C)=O)nc2C)cs1	23
rxn:5:182505:229336:227671	Cc1ccc(-c2cncs2)c(-c2c(C)cccc2C(F)(F)F)c1	23
rxn:5:198919:229030:229344	Cc1ccc(F)cc1-c1cc2cc(-c3cocn3)cc(C)c2[nH]1	23
rxn:5:191503:229280:229289	COC(=O)c1cc(-c2cnc(F)nc2)cc(-c2cscc2C)n1	23
rxn:5:198084:229258:227142	COc1ccc2sc(-c3ncc(-c4cncc(F)c4)s3)cc2c1	23
