name	smiles	heavy
rxn:2:114864:136479	Cc1conc1NC1CCSC(C)C1	14
rxn:2:71837:84526	CCC1COC(CNc2csnc2C)C1	15
rxn:2:95697:138812	FC1CCC(NC2CCn3cncc32)C1	15
rxn:2:92898:133854	CC[C@H]1OC[C@@H]1NC1CCOC(C)(C)C1	15
rxn:2:67607:134208	Cc1ccc(C(C)Nc2ncsn2)c(C)n1	16
rxn:2:81969:127762	CC1OCCC1Nc1nnc(C2COC2)s1	16
rxn:2:76863:111773	COc1ccnc(C(C)NC2CCCC2)c1	16
rxn:2:91068:114552	CN(CCNC1CCOCC1)c1nccs1	16
rxn:2:108370:98873	CC1(C)COC1c1cccc(NC2CC2)c1	16
rxn:2:123522:100219	Cc1noc(NC2CCCC3CCCC32)n1	16
rxn:2:90143:141545	CC1CCCC(NC2Cc3cocc3C2)C1	16
rxn:2:93644:99881	C[C@H]1CC(Nc2cn[nH]n2)c2ccccc21	16
rxn:2:132491:106329	COCC(NC1CC2CC1CC2F)C(C)C	16
rxn:2:113490:74582	CCC(N[C@H]1CCC[C@H]1N(C)C)C1COC1	16
rxn:2:75519:101881	CCC(NC(C)(C)C1CCC1)C12CC(C1)C2	16
rxn:2:85782:86488	COC(CNC(C(C)C)C1CCC1)C1CC1	16
rxn:2:117406:67849	COC(C)(C)CNC(C)CCC=C=C(C)C	16
rxn:2:114385:96265	CSC1CC(NCc2cc3cnccc3s2)C1	17
rxn:2:111693:122245	CC(NC(c1cccs1)C1CC1)c1csnn1	17
rxn:2:116824:121253	Cc1cnn(C2CCC2)c1NC1CSC(C)C1	17
rxn:2:102751:86627	CC1Cn2nccc2C1NCC(F)C(C)(C)C	17
rxn:2:127280:117258	CC(N[C@@H](C)c1nccn1C)c1ccn(C)n1	17
rxn:2:94820:113291	Cc1cc(C(C)NC2C[C@@H]3CC[C@H]2C3)nn1C	17
rxn:2:95588:96015	CC1CCC1NCc1cn(C2CC2)ccc1=O	17
rxn:2:107065:98187	CC(C)OCn1cc(NC2CCC[C@@H]2F)cn1	17
rxn:2:92195:76956	CC(c1cc(NCC2CCO2)n(C)n1)C1CC1	17
rxn:2:122046:117016	Cc1cnc(NC2CCCS(=N)(=O)C2)c(C)n1	17
rxn:2:83240:120114	CC(NC1CCCc2oncc21)c1ncn[nH]1	17
rxn:2:165131:98801	Cc1ccc2c(=O)[nH]ccc2c1NC1CCC1	17
rxn:2:77167:118314	CCCC(C)NC(C)c1cc2c(s1)CCCC2	17
